"age","workclass","education","maritial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
64,"Local-gov","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",3471,0,40,"United-States","small"
28,"Private","Some-college","Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
30,"Federal-gov","Assoc-acdm","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
40,"Private","Bachelors","Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female",0,2258,48,"Philippines","small"
39,"Private","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"United-States","small"
53,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","Black","Male",0,0,32,"United-States","small"
28,"Private","Assoc-acdm","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
32,"Private","Bachelors","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,1590,42,"United-States","small"
28,"Private","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,60,"Germany","large"
52,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States","large"
38,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","small"
29,"Private","Some-college","Married-civ-spouse","Other-service","Husband","White","Male",0,0,35,"United-States","small"
57,"Federal-gov","Some-college","Divorced","Prof-specialty","Not-in-family","White","Male",0,0,48,"United-States","large"
18,"Private","HS-grad","Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","small"
67,"Private","11th","Widowed","Other-service","Not-in-family","White","Female",0,0,40,"United-States","small"
41,"State-gov","Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States","large"
27,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"United-States","large"
50,"Private","Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,40,"United-States","large"
28,"Private","HS-grad","Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","small"
49,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","small"
25,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Male",3325,0,48,"United-States","small"
24,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,12,"United-States","small"
27,"Self-emp-inc","Assoc-voc","Married-civ-spouse","Other-service","Wife","White","Female",0,0,36,"United-States","large"
18,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","small"
36,"Private","Bachelors","Divorced","Sales","Other-relative","Asian-Pac-Islander","Female",0,0,40,"South","small"
59,"Local-gov","Some-college","Separated","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","large"
25,"Private","Bachelors","Never-married","Prof-specialty","Own-child","Black","Female",0,0,55,"United-States","small"
49,"Private","Some-college","Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","small"
21,"Private","9th","Never-married","Other-service","Own-child","Amer-Indian-Eskimo","Male",0,0,40,"United-States","small"
41,"Private","Some-college","Divorced","Craft-repair","Not-in-family","White","Female",0,0,50,"United-States","small"
50,"Private","Masters","Divorced","Sales","Not-in-family","White","Female",0,1590,45,"United-States","small"
38,"Self-emp-inc","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","large"
35,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
33,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,55,"United-States","large"
54,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States","large"
51,"Local-gov","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","large"
60,"Private","Assoc-voc","Married-civ-spouse","Tech-support","Husband","White","Male",7298,0,40,"United-States","large"
59,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
26,"Private","Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States","small"
77,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,6,"United-States","small"
33,"Local-gov","Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","small"
53,"State-gov","Doctorate","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States","large"
47,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","large"
48,"Self-emp-not-inc","Bachelors","Separated","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States","small"
17,"Private","10th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,20,"United-States","small"
36,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","small"
46,"Private","Assoc-voc","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","small"
21,"Private","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,35,"Italy","small"
22,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","small"
31,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States","large"
43,"State-gov","Doctorate","Separated","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","large"
22,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","small"
23,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,"United-States","small"
54,"State-gov","HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","small"
39,"Federal-gov","Assoc-acdm","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,42,"United-States","small"
18,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,"United-States","small"
18,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,25,"United-States","small"
35,"Self-emp-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,65,"United-States","large"
23,"Private","Bachelors","Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States","small"
55,"Local-gov","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States","large"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","small"
31,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","small"
45,"Self-emp-not-inc","Some-college","Married-civ-spouse","Other-service","Wife","White","Female",0,0,99,"United-States","small"
19,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,30,"United-States","small"
62,"Private","Some-college","Separated","Sales","Unmarried","White","Female",0,1617,33,"United-States","small"
55,"Private","HS-grad","Married-civ-spouse","Other-service","Other-relative","Asian-Pac-Islander","Male",0,0,40,"Philippines","small"
41,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","small"
52,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","large"
28,"Private","HS-grad","Separated","Farming-fishing","Not-in-family","White","Male",0,0,55,"United-States","small"
34,"Private","Bachelors","Never-married","Prof-specialty","Own-child","White","Female",0,0,15,"United-States","small"
55,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",3103,0,40,"United-States","large"
23,"Private","Some-college","Never-married","Exec-managerial","Own-child","Other","Male",0,0,24,"Peru","small"
25,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","small"
39,"Private","Assoc-acdm","Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
35,"Federal-gov","Some-college","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,40,"United-States","large"
24,"Private","Some-college","Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","small"
67,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,35,"United-States","small"
36,"Self-emp-inc","Some-college","Divorced","Sales","Unmarried","Asian-Pac-Islander","Male",0,0,55,"United-States","small"
28,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Taiwan","small"
34,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,53,"United-States","small"
23,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","small"
38,"Private","Some-college","Divorced","Sales","Not-in-family","White","Female",0,0,40,"United-States","small"
58,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,45,"United-States","large"
32,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",7298,0,40,"United-States","large"
34,"Private","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,55,"United-States","small"
40,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","large"
19,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","small"
45,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States","large"
39,"Private","HS-grad","Separated","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,"United-States","small"
18,"Private","10th","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","small"
52,"Private","Bachelors","Widowed","Other-service","Not-in-family","White","Female",0,2824,20,"United-States","large"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States","large"
38,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States","small"
22,"Private","Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,35,"United-States","small"
62,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States","small"
27,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,39,"United-States","small"
17,"Private","11th","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,12,"United-States","small"
18,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","Other-relative","White","Male",0,0,40,"United-States","small"
57,"Private","HS-grad","Separated","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","small"
90,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,"United-States","small"
39,"Private","Assoc-voc","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","large"
33,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
25,"Private","HS-grad","Separated","Protective-serv","Own-child","Black","Male",0,0,40,"United-States","small"
25,"Self-emp-not-inc","Some-college","Never-married","Farming-fishing","Own-child","White","Female",0,0,50,"United-States","small"
22,"Private","Bachelors","Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States","small"
65,"Private","Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,16,"United-States","small"
64,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",2635,0,40,"United-States","small"
51,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,25,"United-States","small"
27,"Private","Assoc-acdm","Married-civ-spouse","Tech-support","Wife","White","Female",0,0,38,"United-States","small"
24,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,24,"United-States","small"
44,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","small"
19,"Private","Some-college","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,20,"United-States","small"
40,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","large"
36,"Private","HS-grad","Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","small"
